Cluster1	*	*	*	*	*	*	*	*	*	*	*	*
GOTERM_BP_DIRECT	GO:0070126~mitochondrial translational termination	37	1.75605125771	4.17516590603e-12	NM_003776, NM_001318485, NM_016065, NM_014180, NM_001318770, NM_032351, NM_015971, NM_022061, NM_032477, NM_016640, NM_021821, NM_016497, NM_022163, NM_030811, NM_031280, NM_004927, NM_021134, NM_172251, NM_176792, NM_021107, NM_017900, NM_145729, NM_001300900, NM_022915, NM_022497, NM_017840, NM_031420, NM_016504, NM_001286748, NM_016070, NM_018135, NM_006428, NM_148887, NM_014046, NM_001321972, NM_020191, NM_001281302	1937	85	15647	3.5162865559199994	2.0320774729599996e-08	1.0160387420299999e-08	7.9231288197e-09
GOTERM_BP_DIRECT	GO:0016032~viral process	77	3.6544850498300003	2.37580465723e-11	NM_001242758, NM_003021, NM_022769, NM_003185, NM_001323282, NM_001278639, NM_002117, NM_139276, NM_152900, NM_015231, NM_001278209, NM_001320653, NM_002804, NM_004964, NM_002800, NM_032217, NM_001048199, NM_002801, NM_007342, NM_001212, NM_001320446, NM_005552, NM_015941, NM_003137, NM_002004, NM_001261390, NM_003194, NM_015665, NM_003380, NM_001126118, NM_006325, NM_024057, NM_033637, NM_020529, NM_014703, NM_020765, NM_138473, NM_001286074, NM_018368, NM_006662, NM_002796, NM_002795, NM_002271, NM_001330192, NM_003374, NM_134442, NM_001278513, NM_024844, NM_004324, NM_198887, NM_004380, NM_001330637, NM_018026, NM_001257190, NM_001317805, NM_012437, NM_001330360, NM_001267803, NM_199141, NM_006842, NM_003011, NM_001346228, NM_003362, NM_002745, NM_002746, NM_001282166, NM_002086, NM_001745, NM_005513, NM_001151, NM_001152, NM_001270481, NM_002792, NM_001282925, NM_001144932, NM_001330057, NM_001130524	1937	283	15647	2.1978889799	1.1563015778199999e-07	3.85433873706e-08	4.50845139e-08
GOTERM_BP_DIRECT	GO:0031145~anaphase-promoting complex-dependent catabolic process	32	1.5187470337	1.26320803829e-09	NM_006503, NM_001255, NM_001313954, NM_002796, NM_148976, NM_016238, NM_002795, NM_004661, NM_175932, NM_198433, NM_001286756, NM_001242546, NM_002804, NM_021009, NM_001321018, NM_002800, NM_002801, NM_001211, NM_001330692, NM_001282382, NM_004725, NM_001330321, NM_018955, NM_001282232, NM_001270482, NM_014501, NM_001270481, NM_002792, NM_002812, NM_001144932, NM_181801, NM_031966	1937	79	15647	3.2720832816	6.14801489673e-06	1.53700726779e-06	2.39713527916e-06
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	69	3.27479829141	2.16535834327e-09	NM_005817, NM_001253384, NM_001247996, NM_001278639, NM_032025, NM_003534, NM_001008938, NM_001204240, NM_003532, NM_016080, NM_001172705, NM_005389, NM_007284, NM_001271593, NM_016131, NM_018509, NM_001620, NM_005082, NM_004905, NM_001728, NM_001206796, NM_001330239, NM_006325, NM_002952, NM_005188, NM_080872, NM_001256426, NM_015575, NM_020119, NM_001286645, NM_012111, NM_003025, NM_007315, NM_015027, NM_001005743, NM_015641, NM_001278651, NM_005334, NM_024329, NM_003370, NM_178040, NM_007262, NM_001032283, NM_001042517, NM_002827, NM_080881, NM_001319086, NM_007166, NM_001747, NM_006555, NM_001282680, NM_001356, NM_005125, NM_001134438, NM_006392, NM_003530, NM_006148, NM_004701, NM_002574, NM_019116, NM_003088, NM_001404, NM_001014831, NM_000117, NM_001270481, NM_001018067, NM_002887, NM_018842, NM_001159767	1937	265	15647	2.10331674151	1.0538743505e-05	2.10775758624e-06	4.10910667714e-06
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	57	2.7052681537700005	6.1953587066200005e-09	NM_024654, NM_019037, NM_005008, NM_017706, NM_001253384, NM_016183, NM_018256, NM_006784, NM_001017, NM_000989, NM_006191, NM_001321018, NM_001317960, NM_001321485, NM_000980, NM_015131, NM_015056, NM_006638, NM_001001998, NM_001436, NM_004053, NM_001291978, NM_002952, NM_000077, NM_001317782, NM_013393, NM_000998, NM_033112, NM_020158, NM_015414, NM_001997, NM_014389, NM_006627, NM_183005, NM_182501, NM_001260506, NM_014285, NM_016312, NM_022551, NM_018428, NM_001284388, NM_000967, NM_000968, NM_001318365, NM_001009, NM_006392, NM_001282166, NM_001007, NM_024100, NM_016355, NM_001303096, NM_001010, NM_006649, NM_006993, NM_001303236, NM_015201, NM_001363	1937	206	15647	2.23516247224	3.01523561514e-05	5.02545582948e-06	1.17566632318e-05
GOTERM_BP_DIRECT	GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	29	1.37636449929	6.941679044679999e-09	NM_006503, NM_001255, NM_002796, NM_148976, NM_016238, NM_002795, NM_004661, NM_001798, NM_175932, NM_001286756, NM_001242546, NM_002804, NM_021009, NM_001321018, NM_002800, NM_002801, NM_001211, NM_001330692, NM_004725, NM_001330321, NM_018955, NM_001282232, NM_001270482, NM_001270481, NM_002792, NM_002812, NM_181801, NM_001144932, NM_031966	1937	71	15647	3.29944665411	3.37845811441e-05	4.82643861788e-06	1.31729228525e-05
GOTERM_BP_DIRECT	GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	29	1.37636449929	4.0150082363e-08	NM_006503, NM_001255, NM_002796, NM_148976, NM_016238, NM_002795, NM_004661, NM_175932, NM_001286756, NM_001242546, NM_002804, NM_021009, NM_001321018, NM_002800, NM_002801, NM_001211, NM_001330692, NM_004725, NM_001330321, NM_033637, NM_018955, NM_001282232, NM_001270482, NM_001270481, NM_002792, NM_002812, NM_181801, NM_001144932, NM_031966	1937	76	15647	3.08237779529	0.00019539136343800002	2.44260085324e-05	7.6191045284e-05
GOTERM_BP_DIRECT	GO:0051301~cell division	78	3.7019458946399997	7.19380841243e-08	NM_001255, NM_001303115, NM_016238, NM_017518, NM_001281463, NM_001143979, NM_001282619, NM_001098507, NM_198433, NM_001008938, NM_001242546, NM_015097, NM_080668, NM_001127370, NM_001297432, NM_001048199, NM_020935, NM_001270399, NM_001211, NM_004725, NM_006023, NM_004724, NM_001012271, NM_001329237, NM_007044, NM_006325, NM_024057, NM_005400, NM_001005735, NM_002263, NM_003747, NM_003914, NM_003958, NM_014501, NM_018715, NM_004935, NM_024834, NM_031299, NM_014708, NM_053056, NM_001260506, NM_019013, NM_006461, NM_004661, NM_001798, NM_007096, NM_032997, NM_001134420, NM_018164, NM_001317033, NM_001286756, NM_198887, NM_001025105, NM_002894, NM_001001330, NM_001319086, NM_138442, NM_138795, NM_001282382, NM_006590, NM_001145316, NM_007065, NM_001264573, NM_001330321, NM_001329114, NM_015341, NM_021873, NM_022899, NM_001287821, NM_004701, NM_001293212, NM_017755, NM_017858, NM_033417, NM_006082, NM_001281933, NM_181801, NM_031966	1937	340	15647	1.85317804974	0.000350061382394	3.89017619937e-05	0.000136513699056
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	23	1.09159943047	9.594295360519999e-08	NM_005005, NM_004146, NM_005006, NM_019056, NM_001185012, NM_014177, NM_004544, NM_004545, NM_199069, NM_004548, NM_001166159, NM_016013, NM_001284367, NM_001193375, NM_004551, NM_021075, NM_021074, NM_024407, NM_004208, NM_005003, NM_005002, NM_005015, NM_002496	1937	53	15647	3.50552790251	0.000466845371256	4.66943475333e-05	0.000182066631604
-	-	-	-	-	-	-	-	-	-	-	-	-
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	557	26.435690555300003	3.59417666744e-48	NM_016143, NM_001260477, NM_001136026, NM_006339, NM_002585, NM_015698, NM_181468, NM_002388, NM_080668, NM_032727, NM_014292, NM_007342, NM_007344, NM_001286084, NM_001286076, NM_007348, NM_005082, NM_004906, NM_001135055, NM_000374, NM_016448, NM_007040, NM_006325, NM_181573, NM_007358, NM_001286074, NM_005499, NM_001166419, NM_014691, NM_001800, NM_007315, NM_002467, NM_001904, NM_002271, NM_005782, NM_016436, NM_001080449, NM_004326, NM_001324098, NM_007322, NM_182958, NM_006221, NM_004229, NM_002269, NM_006590, NM_001009, NM_006591, NM_001330360, NM_002285, NM_002478, NM_080651, NM_100264, NM_138927, NM_016426, NM_080656, NM_001007, NM_005371, NM_006311, NM_181458, NM_001306206, NM_001010, NM_001145358, NM_016292, NM_016107, NM_016396, NM_001008211, NM_017615, NM_005762, NM_148976, NM_001145001, NM_016238, NM_016183, NM_013438, NM_001300829, NM_001099285, NM_001282619, NM_001330393, NM_001202560, NM_001198799, NM_006247, NM_000124, NM_017620, NM_004111, NM_015665, NM_001271886, NM_005870, NM_007006, NM_001291978, NM_006430, NM_007002, NM_001297590, NM_001346413, NM_020313, NM_007108, NM_006427, NM_005184, NM_001099293, NM_001293237, NM_017632, NM_006568, NM_024834, NM_000136, NM_001244963, NM_001313954, NM_001330192, NM_006461, NM_001308115, NM_016062, NM_016539, NM_001331037, NM_024700, NM_001331036, NM_001202543, NM_001114122, NM_005733, NM_024707, NM_001747, NM_033084, NM_001641, NM_017508, NM_001282166, NM_016355, NM_032758, NM_005710, NM_005008, NM_002014, NM_000168, NM_001255, NM_014727, NM_001304372, NM_001323282, NM_002904, NM_018846, NM_199189, NM_021100, NM_020248, NM_005918, NM_022491, NM_021009, NM_001261, NM_019592, NM_015131, NM_003017, NM_003016, NM_001330692, NM_005914, NM_002004, NM_001012271, NM_005828, NM_019088, NM_001281521, NM_001161572, NM_020162, NM_002318, NM_000077, NM_019589, NM_001330541, NM_148887, NM_002412, NM_001282101, NM_033112, NM_020158, NM_033114, NM_015629, NM_002415, NM_001997, NM_144772, NM_001286645, NM_002857, NM_001271, NM_138473, NM_005002, NM_001991, NM_001294338, NM_001278, NM_001260506, NM_003000, NM_198189, NM_001171162, NM_022163, NM_005837, NM_032999, NM_002139, NM_014892, NM_001134420, NM_001286756, NM_002528, NM_015255, NM_139012, NM_001281, NM_001080125, NM_014757, NM_003011, NM_006397, NM_006392, NM_001294340, NM_001127695, NM_015700, NM_005707, NM_015434, NM_001300947, NM_001303096, NM_015062, NM_016095, NM_005902, NM_001144932, NM_007279, NM_015474, NM_001256295, NM_003185, NM_139276, NM_058246, NM_032027, NM_003927, NM_001017, NM_001303274, NM_002804, NM_002800, NM_001321485, NM_002801, NM_022130, NM_005101, NM_003194, NM_002145, NM_001321471, NM_001033, NM_001126118, NM_018955, NM_001005735, NM_002952, NM_018129, NM_003298, NM_003914, NM_002556, NM_002819, NM_003958, NM_014977, NM_078628, NM_001286035, NM_002812, NM_181659, NM_015496, NM_001330331, NM_001126129, NM_001178138, NM_005230, NM_018164, NM_005934, NM_001144967, NM_001286796, NM_001946, NM_007167, NM_007359, NM_022117, NM_199141, NM_015017, NM_001330321, NM_003981, NM_032940, NM_153813, NM_007372, NM_001303269, NM_021215, NM_002024, NM_000485, NM_018154, NM_139069, NM_000692, NM_003972, NM_018842, NM_015201, NM_031966, NM_022104, NM_003977, NM_194278, NM_002199, NM_194271, NM_001281463, NM_001009999, NM_001316354, NM_018256, NM_003534, NM_001098638, NM_006099, NM_003532, NM_001320795, NM_006885, NM_006191, NM_001321194, NM_006190, NM_001244580, NM_138775, NM_001048199, NM_017900, NM_006733, NM_002669, NM_003442, NM_018263, NM_021167, NM_001242481, NM_001297778, NM_022733, NM_033103, NM_001289789, NM_021075, NM_000895, NM_001082486, NM_001322042, NM_001322041, NM_001303411, NM_004095, NM_024322, NM_002796, NM_022459, NM_002795, NM_001278594, NM_134442, NM_021141, NM_030918, NM_019103, NM_002894, NM_145080, NM_174869, NM_000967, NM_015388, NM_023079, NM_012433, NM_001113378, NM_003091, NM_001303247, NM_032329, NM_021975, NM_021873, NM_001329114, NM_003530, NM_002086, NM_003721, NM_001143823, NM_004701, NM_001114636, NM_014140, NM_001166010, NM_021145, NM_001330216, NM_003083, NM_001161520, NM_002887, NM_014046, NM_002792, NM_152395, NM_001303236, NM_006831, NM_032353, NM_001305456, NM_181838, NM_021961, NM_033338, NM_006979, NM_006784, NM_152736, NM_198433, NM_001321807, NM_003112, NM_015907, NM_001082578, NM_003079, NM_001388, NM_006638, NM_004725, NM_032345, NM_174907, NM_001010984, NM_003482, NM_001025248, NM_014306, NM_001142418, NM_138720, NM_006766, NM_182751, NM_001135218, NM_006627, NM_001130841, NM_001035235, NM_001010853, NM_053056, NM_032375, NM_001037283, NM_001798, NM_138555, NM_022551, NM_173569, NM_003366, NM_178042, NM_001278699, NM_006037, NM_001025091, NM_001318365, NM_206839, NM_003769, NM_138401, NM_001282332, NM_001130992, NM_003214, NM_006842, NM_001281495, NM_003362, NM_002745, NM_002746, NM_001282232, NM_024100, NM_014828, NM_006649, NM_006047, NM_181801, NM_019037, NM_017896, NM_173690, NM_152307, NM_001278539, NM_023015, NM_001242546, NM_006937, NM_004964, NM_001320653, NM_001321018, NM_004862, NM_001252612, NM_030973, NM_001320446, NM_019852, NM_001190879, NM_012257, NM_000713, NM_172171, NM_033637, NM_005679, NM_001278235, NM_001001653, NM_001317062, NM_001330272, NM_001039465, NM_006116, NM_001533, NM_001536, NM_006502, NM_001278657, NM_006503, NM_001282670, NM_001195249, NM_004661, NM_001278513, NM_030811, NM_016312, NM_004456, NM_001330288, NM_133263, NM_152624, NM_001284388, NM_014337, NM_020750, NM_001319086, NM_005573, NM_031314, NM_001278669, NM_005657, NM_020642, NM_001297549, NM_001166159, NM_001455, NM_175629, NM_001270482, NM_004454, NM_001270481, NM_006809, NM_004645, NM_017755, NM_014329, NM_006802, NM_004593, NM_152516, NM_001128844, NM_024040, NM_004596, NM_001363, NM_024654, NM_022769, NM_005643, NM_001165931, NM_012204, NM_001321357, NM_005500, NM_175932, NM_001165928, NM_001278209, NM_001317960, NM_003681, NM_003684, NM_001098208, NM_130803, NM_080593, NM_001320611, NM_032019, NM_005441, NM_031449, NM_012310, NM_001001998, NM_004052, NM_003685, NM_004053, NM_001436, NM_024595, NM_001286416, NM_024057, NM_001014795, NM_014245, NM_032408, NM_020765, NM_004935, NM_014389, NM_183005, NM_001320778, NM_017730, NM_001421, NM_005626, NM_001040708, NM_005334, NM_014285, NM_024775, NM_000925, NM_014478, NM_001324, NM_001308381, NM_018428, NM_018235, NM_004380, NM_001023570, NM_020894, NM_004268, NM_004269, NM_133494, NM_001243756, NM_213566, NM_017588, NM_001199898, NM_024662, NM_001267809, NM_005513, NM_001252007, NM_170606, NM_004814, NM_018248, NM_017858, NM_004819, NM_001281933, NM_170783, NM_001330057, NM_133487	2018	2662	16912	1.75356129917	3.29586000404e-45	3.29586000404e-45	5.61596411876e-45
GOTERM_CC_DIRECT	GO:0005829~cytosol	594	28.191741813	1.1563368506799999e-36	NM_002487, NM_001145939, NM_016143, NM_001260477, NM_001247996, NM_017518, NM_001135732, NM_001247997, NM_005998, NM_001136026, NM_001244710, NM_014298, NM_001204240, NM_181468, NM_080668, NM_007342, NM_000270, NM_005898, NM_004208, NM_001286084, NM_013306, NM_001008707, NM_005082, NM_004905, NM_001301078, NM_001135055, NM_001135644, NM_000374, NM_006325, NM_024096, NM_001040436, NM_016955, NM_004357, NM_016453, NM_001134398, NM_000282, NM_005493, NM_001166415, NM_005499, NM_001166419, NM_001800, NM_007315, NM_002467, NM_001904, NM_001905, NM_005782, NM_207309, NM_000386, NM_016436, NM_016442, NM_024844, NM_004324, NM_001042517, NM_007322, NM_002473, NM_006221, NM_001318066, NM_002269, NM_000254, NM_001009, NM_007065, NM_001605, NM_138924, NM_007069, NM_017546, NM_016426, NM_032514, NM_001007, NM_001404, NM_016006, NM_000110, NM_001010, NM_005471, NM_001145354, NM_001020658, NM_001008211, NM_001198842, NM_148976, NM_001145001, NM_016238, NM_013336, NM_001282619, NM_001752, NM_001008938, NM_001080533, NM_006247, NM_024829, NM_001134445, NM_001172705, NM_005389, NM_005388, NM_005754, NM_001282958, NM_001212, NM_001211, NM_001620, NM_004322, NM_001271886, NM_001306077, NM_016368, NM_006430, NM_001317782, NM_001122, NM_005188, NM_007108, NM_001229, NM_005184, NM_001127, NM_001099293, NM_177968, NM_019884, NM_000136, NM_004120, NM_001193333, NM_001313954, NM_001136005, NM_001330192, NM_005880, NM_001198868, NM_198887, NM_001202543, NM_001282936, NM_001114122, NM_005736, NM_138348, NM_024707, NM_001320905, NM_001111035, NM_006364, NM_006555, NM_017602, NM_001142290, NM_001749, NM_007236, NM_001323552, NM_006451, NM_013321, NM_001199303, NM_001242844, NM_032750, NM_000158, NM_001282925, NM_005744, NM_003021, NM_002014, NM_000168, NM_001255, NM_005817, NM_005819, NM_001304372, NM_001270896, NM_007240, NM_015231, NM_015097, NM_001178014, NM_021100, NM_020248, NM_021009, NM_001290205, NM_015328, NM_000476, NM_001330692, NM_018085, NM_002004, NM_198057, NM_002109, NM_001012271, NM_001025390, NM_001070, NM_002103, NM_000077, NM_001282101, NM_001330540, NM_020158, NM_015414, NM_015120, NM_001997, NM_144772, NM_001286645, NM_018715, NM_002857, NM_018073, NM_001277, NM_032294, NM_001278, NM_001326609, NM_005273, NM_000189, NM_001260506, NM_001042492, NM_032997, NM_001164761, NM_015077, NM_001286756, NM_007262, NM_015255, NM_002827, NM_139012, NM_001286617, NM_001283, NM_002525, NM_001080125, NM_003011, NM_001148, NM_015702, NM_021807, NM_015442, NM_054035, NM_015700, NM_020131, NM_080916, NM_001300813, NM_001330669, NM_020134, NM_005902, NM_016194, NM_001144932, NM_005110, NM_181784, NM_018946, NM_033028, NM_139276, NM_021242, NM_058246, NM_015853, NM_003824, NM_001017, NM_001823, NM_001303274, NM_018149, NM_002804, NM_005956, NM_003969, NM_002800, NM_014866, NM_001321485, NM_002801, NM_001267549, NM_015056, NM_003827, NM_018049, NM_005051, NM_152263, NM_001123066, NM_022130, NM_005101, NM_002959, NM_001033, NM_001258026, NM_001126118, NM_018955, NM_002952, NM_018129, NM_003914, NM_002556, NM_007190, NM_014977, NM_020117, NM_001100426, NM_197966, NM_002812, NM_001286789, NM_031299, NM_174894, NM_000291, NM_020365, NM_000696, NM_005028, NM_002572, NM_022365, NM_001025105, NM_001144967, NM_002567, NM_001272095, NM_018026, NM_001946, NM_007359, NM_001145316, NM_001191003, NM_199141, NM_001030007, NM_005125, NM_001330321, NM_003981, NM_015341, NM_002582, NM_005809, NM_002027, NM_021626, NM_002574, NM_002032, NM_000484, NM_001135663, NM_000485, NM_139069, NM_001930, NM_014169, NM_020232, NM_018842, NM_001130528, NM_001831, NM_031966, NM_001130524, NM_003977, NM_001031727, NM_001323982, NM_002199, NM_194271, NM_001281463, NM_002676, NM_002093, NM_182314, NM_000989, NM_018249, NM_002871, NM_000788, NM_000884, NM_138775, NM_000980, NM_006738, NM_001270399, NM_006733, NM_014941, NM_001159704, NM_001206897, NM_001329237, NM_001206796, NM_003849, NM_001318492, NM_003747, NM_000998, NM_033103, NM_001289789, NM_002863, NM_001289174, NM_003334, NM_000895, NM_001322041, NM_001025616, NM_001283021, NM_004095, NM_001031701, NM_024322, NM_021079, NM_021982, NM_002796, NM_002795, NM_001314007, NM_021141, NM_007096, NM_002077, NM_022453, NM_198949, NM_030918, NM_000967, NM_000968, NM_023078, NM_018683, NM_003091, NM_006070, NM_001199954, NM_021975, NM_003258, NM_021873, NM_002086, NM_001317007, NM_001287821, NM_019108, NM_004701, NM_031466, NM_002079, NM_003088, NM_001161520, NM_002887, NM_001321853, NM_001256609, NM_002792, NM_006085, NM_012425, NM_021019, NM_018297, NM_032353, NM_181838, NM_006785, NM_033338, NM_003875, NM_198433, NM_006158, NM_001321807, NM_000849, NM_001128159, NM_006636, NM_012094, NM_015941, NM_004725, NM_014905, NM_003486, NM_004724, NM_020166, NM_003380, NM_006772, NM_002764, NM_012398, NM_003379, NM_001322086, NM_014808, NM_001304452, NM_006768, NM_006623, NM_014708, NM_003757, NM_053056, NM_032375, NM_003754, NM_003753, NM_001037283, NM_001253823, NM_001798, NM_001197293, NM_138555, NM_003370, NM_001278552, NM_022551, NM_012474, NM_006755, NM_001278699, NM_006037, NM_001025091, NM_001318365, NM_012073, NM_001113511, NM_001194997, NM_002601, NM_138401, NM_001130992, NM_002647, NM_013233, NM_013234, NM_000671, NM_002745, NM_002746, NM_002740, NM_001282232, NM_002606, NM_152862, NM_014000, NM_001498, NM_181801, NM_012088, NM_015954, NM_019843, NM_019037, NM_000903, NM_004577, NM_001143979, NM_001487, NM_001324240, NM_001206999, NM_001693, NM_001690, NM_001242546, NM_004964, NM_001494, NM_001320653, NM_001493, NM_001321018, NM_004779, NM_004869, NM_001320240, NM_005552, NM_175744, NM_004157, NM_000713, NM_172171, NM_005400, NM_020529, NM_182796, NM_033637, NM_004010, NM_001317062, NM_006116, NM_004874, NM_000402, NM_001536, NM_004766, NM_001278657, NM_006503, NM_001278651, NM_006406, NM_004661, NM_001297699, NM_001667, NM_152624, NM_004461, NM_004849, NM_018569, NM_016309, NM_020750, NM_000430, NM_014239, NM_031314, NM_174916, NM_001193388, NM_001282382, NM_001282680, NM_001278669, NM_183057, NM_001318120, NM_001135005, NM_004034, NM_001297549, NM_001455, NM_001270482, NM_001270481, NM_014329, NM_001551, NM_005561, NM_014225, NM_198426, NM_001160148, NM_001253384, NM_001321357, NM_001165931, NM_001198909, NM_012205, NM_005500, NM_018207, NM_175932, NM_001165928, NM_001024227, NM_003681, NM_003684, NM_130803, NM_003680, NM_001278205, NM_001320611, NM_014396, NM_005441, NM_003689, NM_012310, NM_005443, NM_003685, NM_004053, NM_001243571, NM_001286414, NM_001330239, NM_024649, NM_024057, NM_001031677, NM_001014795, NM_001024210, NM_004531, NM_001256426, NM_001128620, NM_018222, NM_001009552, NM_004935, NM_012111, NM_014595, NM_001278472, NM_018369, NM_001424, NM_001164386, NM_001128616, NM_024775, NM_014285, NM_024899, NM_014478, NM_017872, NM_014284, NM_024779, NM_001317033, NM_001265582, NM_182688, NM_001324366, NM_001318966, NM_018235, NM_033426, NM_004808, NM_017491, NM_001023570, NM_001414, NM_001243756, NM_213566, NM_001130004, NM_001024847, NM_001024943, NM_001271634, NM_003565, NM_001284338, NM_004169, NM_033417, NM_014570, NM_004815	2018	3152	16912	1.57933421541	1.06036089207e-33	5.301804460369999e-34	1.80679662229e-33
